-0.0028569,0.010457,-0.074264,0.12731,-0.00975,0.0062565,-0.034993,-0.060483,-0.11201,0.065988
-0.05822,-0.026882,0.062789,-0.018043,-0.068807,0.047422,-0.037671,0.015912,0.025585,0.071247
-0.030399,-0.023542,0.020785,0.10975,-0.04806,0.048025,-0.15239,0.025642,-0.055863,-0.12727
-0.031742,0.0033094,0.068719,-0.05926,0.1285,-0.11266,-0.044861,0.10354,0.023125,0.038121
0.010479,-0.0076849,-0.067334,0.11572,-0.060099,0.058878,-0.0093858,-0.0017445,0.078616,0.035318
0.17329,0.097031,0.0023256,0.070062,-0.030587,0.04625,-0.085375,0.028202,-0.04539,-0.082544
-0.069678,-0.13751,-0.026184,-0.027508,-0.0097234,-0.047826,0.082065,-0.00020637,0.074858,0.073587
-0.11548,-0.025615,-0.0092917,0.0045169,0.12432,-0.052887,0.045021,-0.022394,0.041436,0.044297
0.046693,-0.055075,-0.073032,-0.040035,-0.066034,-0.033081,0.05189,-0.045123,-0.10278,0.025107
-0.0080684,-0.1004,-0.0012158,-0.059981,-0.018894,0.03267,-0.036014,-0.078534,-0.03731,-0.013988
0.096344,-0.052095,0.061832,-0.080131,0.097423,-0.066093,-0.0094015,0.088546,-0.040541,0.055047
0.039006,-0.046718,-0.010641,0.063016,-0.022372,-0.046747,-0.0039601,-0.020328,-0.052453,0.12674
-0.058247,-0.026975,0.04643,0.083113,0.035355,0.058783,-0.026826,-0.0013751,-0.0027175,0.050328
-0.082538,0.026283,-0.010259,-0.03781,-0.0024282,-0.068682,-0.082956,0.065796,0.06855,-0.001023
0.043312,-0.074517,-0.01579,-0.054776,0.0014058,-0.16767,0.016765,-0.074823,0.057042,0.019945
0.059069,-0.013643,-0.00051277,0.10194,-0.068016,-0.1214,0.007502,-0.044943,-0.016986,-0.02464
-0.039508,-0.041495,-0.0070251,0.0025642,-0.13675,-0.01618,0.015445,0.10612,-0.030667,0.097604
0.030623,0.034708,0.035306,-0.03003,0.035011,0.03763,0.065996,-0.017465,0.064877,0.040777
0.053407,0.098793,-0.0032436,0.039675,0.078883,-0.013561,0.0065602,0.0051723,-0.0068846,0.016111
-0.052752,-0.077449,4.3425e-05,-0.027544,0.02884,-0.02651,-0.028632,-0.031256,-0.00061618,0.055027
-0.021148,-0.013813,0.010713,0.073791,0.0043137,-0.0015025,-0.014396,0.0077845,-0.0086939,-0.01394
0.045216,0.055478,0.0094788,0.0067393,-0.0020446,-0.13886,0.17621,-0.0084065,-0.0015256,0.01372
0.025841,-0.096343,-0.0029442,-0.0095906,-0.081372,-0.026096,0.01863,0.051713,-0.10781,-0.071975
-0.052562,0.11258,0.069164,-0.025421,0.045432,-0.042404,-0.052516,0.043063,0.06387,-0.055663
0.037701,0.013024,0.0054782,-0.061675,0.035538,0.097727,0.063314,0.010412,-0.012189,-0.017314
0.057316,0.026208,0.098452,0.064824,-0.070553,0.027924,0.026586,0.041204,-0.046524,-0.11654
0.048123,-0.027696,0.020315,0.11665,0.003997,0.020033,0.10291,-0.10748,-0.032598,0.050288
-0.07949,0.013164,0.004601,-0.0014139,0.0081844,0.048611,0.017781,-0.056095,0.1176,-0.023897
-0.024385,0.0059166,0.074963,-0.0022264,-0.067507,0.0024087,-0.022153,0.10254,-0.023813,-0.0019608
-0.0032739,-0.032108,-0.019482,-0.086685,0.10741,0.013748,0.00052212,0.059032,0.016055,-0.0083128
0.042444,0.0029158,-0.1209,-0.14551,-0.097595,0.043118,0.063011,0.052562,-0.088097,0.031796
0.039312,0.11285,0.1329,-0.054812,-0.14707,-0.070821,-0.055307,0.064254,-0.028083,-0.035085
-0.0036526,0.066933,0.11862,-0.0084141,-0.11512,0.025134,0.01263,0.046935,0.03893,0.027231
0.0021204,0.066682,0.12703,0.10641,0.048112,0.02803,0.057243,0.062943,0.0055694,0.022678
